Jul.Day,YYYY/MM/DD,Wdy,XAU/USD,XAG/USD,XPT/USD
2452962,11/18/2003,Tue,0.0025241,0.187998,0.00130323
2452963,11/19/2003,Wed,0.0025348,0.190722,0.00131249
2452964,11/20/2003,Thu,0.0025488,0.190925,0.00131519
2452965,11/21/2003,Fri,0.0025246,0.189363,0.0013159
2452968,11/24/2003,Mon,0.0025572,0.192475,0.00133333
2452969,11/25/2003,Tue,0.0025591,0.189323,0.00132791
2452970,11/26/2003,Wed,0.0025208,0.187471,0.00130872
2452971,11/27/2003,Thu,0.0025317,0.188328,0.00131755
2452972,11/28/2003,Fri,0.0025139,0.187281,0.0013107
2452975,12/1/2003,Mon,0.0025062,0.184093,0.00130063
2452976,12/2/2003,Tue,0.0024814,0.183223,0.00128988
2452977,12/3/2003,Wed,0.0024819,0.183792,0.00128498
2452978,12/4/2003,Thu,0.0024961,0.18455,0.00127859
2452979,12/5/2003,Fri,0.0024707,0.183358,0.0012769
2452982,12/8/2003,Mon,0.0024543,0.183143,0.00125727
2452983,12/9/2003,Tue,0.0024557,0.179752,0.00125359
2452984,12/10/2003,Wed,0.0024412,0.177313,0.00123894
2452985,12/11/2003,Thu,0.0024636,0.179868,0.00124471
2452986,12/12/2003,Fri,0.0024594,0.179473,0.00122142
2452989,12/15/2003,Mon,0.0024528,0.179253,0.00121975
2452990,12/16/2003,Tue,0.0024568,0.178028,0.00121694
2452991,12/17/2003,Wed,0.0024503,0.177607,0.00119486
2452992,12/18/2003,Thu,0.0024524,0.17745,0.00120958
2452993,12/19/2003,Fri,0.0024445,0.17732,0.00120856
2452996,12/22/2003,Mon,0.0024416,0.176261,0.00125137
2452997,12/23/2003,Tue,0.0024429,0.175928,0.00125495
2452998,12/24/2003,Wed,0.0024281,0.173807,0.00123037
2453003,12/29/2003,Mon,0.0024191,0.170601,0.00122876
2453004,12/30/2003,Tue,0.002404,0.168833,0.00123452
2453005,12/31/2003,Wed,0.0024098,0.168803,0.00123402
2453007,1/2/2004,Fri,0.0024071,0.167846,0.0012317
2453010,1/5/2004,Mon,0.0023718,0.162438,0.0012049
2453011,1/6/2004,Tue,0.0023658,0.159148,0.00118626
2453012,1/7/2004,Wed,0.0023739,0.161003,0.00119376
2453013,1/8/2004,Thu,0.002361,0.16064,0.00118351
2453014,1/9/2004,Fri,0.0023585,0.157264,0.00118089
2453017,1/12/2004,Mon,0.0023497,0.150452,0.00117233
2453018,1/13/2004,Tue,0.0023667,0.153666,0.00117024
2453019,1/14/2004,Wed,0.0023722,0.155519,0.0011764
2453020,1/15/2004,Thu,0.0024457,0.160777,0.00117473
2453021,1/16/2004,Fri,0.0024512,0.160047,0.00117282
2453024,1/19/2004,Mon,0.002457,0.157979,0.00116551
2453025,1/20/2004,Tue,0.0024268,0.15841,0.00116711
2453026,1/21/2004,Wed,0.0024486,0.162265,0.00116378
2453027,1/22/2004,Thu,0.0024329,0.157269,0.00115601
2453028,1/23/2004,Fri,0.0024565,0.159556,0.0011604
2453031,1/26/2004,Mon,0.0024524,0.158664,0.00117291
2453032,1/27/2004,Tue,0.0024393,0.154933,0.00117653
2453033,1/28/2004,Wed,0.0024245,0.152256,0.00117363
2453034,1/29/2004,Thu,0.002505,0.161374,0.00121244
2453035,1/30/2004,Fri,0.002492,0.160408,0.00119999
2453038,2/2/2004,Mon,0.0025181,0.16631,0.00121541
2453039,2/3/2004,Tue,0.0024936,0.163182,0.00120916
2453040,2/4/2004,Wed,0.0025008,0.162943,0.00121933
2453041,2/5/2004,Thu,0.0025069,0.163146,0.00122187
2453042,2/6/2004,Fri,0.0024844,0.159558,0.00121259
2453045,2/9/2004,Mon,0.0024662,0.158723,0.00120511
2453046,2/10/2004,Tue,0.002452,0.156186,0.00119837
2453047,2/11/2004,Wed,0.0024392,0.154762,0.00118796
2453048,2/12/2004,Thu,0.0024263,0.150947,0.00118023
2453049,2/13/2004,Fri,0.0024489,0.153415,0.00118352
2453052,2/16/2004,Mon,0.0024302,0.152407,0.00117761
2453053,2/17/2004,Tue,0.0024119,0.148801,0.00116711
2453054,2/18/2004,Wed,0.0024242,0.149803,0.00116316
2453055,2/19/2004,Thu,0.0024368,0.15053,0.00117282
2453056,2/20/2004,Fri,0.0024829,0.153321,0.00119056
2453059,2/23/2004,Mon,0.002508,0.154543,0.00119497
2453060,2/24/2004,Tue,0.0024778,0.152683,0.00116829
2453061,2/25/2004,Wed,0.0025255,0.152153,0.0011753
2453062,2/26/2004,Thu,0.0025485,0.15662,0.00117034
2453063,2/27/2004,Fri,0.0025326,0.150078,0.00114049
2453066,3/1/2004,Mon,0.0025081,0.145979,0.00111493
2453067,3/2/2004,Tue,0.0025492,0.148585,0.00114738
2453068,3/3/2004,Wed,0.0025587,0.149528,0.00113627
2453069,3/4/2004,Thu,0.0025384,0.147204,0.00114158
2453070,3/5/2004,Fri,0.0025052,0.145563,0.00113265
2453073,3/8/2004,Mon,0.0025017,0.144115,0.00112053
2453074,3/9/2004,Tue,0.0024686,0.141162,0.00111973
2453075,3/10/2004,Wed,0.0025062,0.139957,0.00109675
2453076,3/11/2004,Thu,0.0025133,0.140054,0.00110606
2453077,3/12/2004,Fri,0.0025238,0.142604,0.00111136
2453080,3/15/2004,Mon,0.0025113,0.140907,0.00110558
2453081,3/16/2004,Tue,0.0024905,0.14089,0.00111539
2453082,3/17/2004,Wed,0.0024889,0.140801,0.00110456
2453083,3/18/2004,Thu,0.0024251,0.135351,0.00111672
2453084,3/19/2004,Fri,0.0024418,0.135236,0.0011268
2453087,3/22/2004,Mon,0.0023949,0.131074,0.00112131
2453088,3/23/2004,Tue,0.0023977,0.131948,0.00111181
2453089,3/24/2004,Wed,0.0023946,0.130044,0.00109707
2453090,3/25/2004,Thu,0.0023978,0.13226,0.00110517
2453091,3/26/2004,Fri,0.00238,0.130685,0.0011045
2453094,3/29/2004,Mon,0.0023841,0.1313,0.00111941
2453095,3/30/2004,Tue,0.0023747,0.129417,0.00112858
2453096,3/31/2004,Wed,0.0023515,0.12696,0.00111341
2453097,4/1/2004,Thu,0.0023393,0.123332,0.0011017
2453098,4/2/2004,Fri,0.0023866,0.124199,0.00111321
2453101,4/5/2004,Mon,0.0024007,0.124204,0.00113011
2453102,4/6/2004,Tue,0.0023894,0.122972,0.00113779
2453103,4/7/2004,Wed,0.0023682,0.122056,0.00114463
2453104,4/8/2004,Thu,0.0023846,0.123899,0.00111212
2453108,4/12/2004,Mon,0.0023906,0.126115,0.00107867
2453109,4/13/2004,Tue,0.0024587,0.134795,0.00108052
2453110,4/14/2004,Wed,0.0024864,0.140234,0.00108427
2453111,4/15/2004,Thu,0.0025159,0.142272,0.00108776
2453112,4/16/2004,Fri,0.0024959,0.140126,0.00109013
2453115,4/19/2004,Mon,0.0024918,0.13956,0.00107375
2453116,4/20/2004,Tue,0.0025194,0.144837,0.00109627
2453117,4/21/2004,Wed,0.0025413,0.156083,0.00112679
2453118,4/22/2004,Thu,0.0025525,0.164759,0.00118971
2453119,4/23/2004,Fri,0.0025428,0.163671,0.0011802
2453122,4/26/2004,Mon,0.0025241,0.162343,0.00122331
2453123,4/27/2004,Tue,0.00251,0.160602,0.0011945
2453124,4/28/2004,Wed,0.0025991,0.171492,0.00125137
2453125,4/29/2004,Thu,0.0025856,0.170367,0.00126997
2453126,4/30/2004,Fri,0.0025714,0.165808,0.00126022
2453129,5/3/2004,Mon,0.0025762,0.165655,0.00123857
2453130,5/4/2004,Tue,0.002551,0.164764,0.00122575
2453131,5/5/2004,Wed,0.0025566,0.166066,0.00123937
2453132,5/6/2004,Thu,0.0025746,0.17003,0.00126135
2453133,5/7/2004,Fri,0.0026454,0.178501,0.0012783
2453136,5/10/2004,Mon,0.002661,0.178623,0.00130722
2453137,5/11/2004,Tue,0.0026476,0.177834,0.00128593
2453138,5/12/2004,Wed,0.00263,0.17864,0.00127894
2453139,5/13/2004,Thu,0.0026786,0.180715,0.00127539
2453140,5/14/2004,Fri,0.0026595,0.176168,0.00126644
2453143,5/17/2004,Mon,0.002641,0.175354,0.0012305
2453144,5/18/2004,Tue,0.0026497,0.175096,0.00125614
2453145,5/19/2004,Wed,0.0026196,0.170566,0.00124884
2453146,5/20/2004,Thu,0.0026351,0.172045,0.00124889
2453147,5/21/2004,Fri,0.0026016,0.171116,0.00122368
2453151,5/25/2004,Tue,0.0025767,0.165073,0.00120354
2453152,5/26/2004,Wed,0.0025772,0.165891,0.00120172
2453153,5/27/2004,Thu,0.0025372,0.162257,0.00119
2453154,5/28/2004,Fri,0.0025406,0.164465,0.00121327
2453157,5/31/2004,Mon,0.0025309,0.162361,0.0011871
2453158,6/1/2004,Tue,0.0025348,0.163719,0.00119141
2453159,6/2/2004,Wed,0.0025589,0.172136,0.0012104
2453160,6/3/2004,Thu,0.0025777,0.173334,0.00120843
2453161,6/4/2004,Fri,0.0025644,0.172984,0.00121264
2453164,6/7/2004,Mon,0.002545,0.17089,0.00120865
2453165,6/8/2004,Tue,0.0025547,0.173341,0.00120552
2453166,6/9/2004,Wed,0.0025953,0.175634,0.00124225
2453167,6/10/2004,Thu,0.0025831,0.175654,0.00125401
2453168,6/11/2004,Fri,0.0026029,0.175504,0.0012671
2453171,6/14/2004,Mon,0.0026101,0.174975,0.00126665
2453172,6/15/2004,Tue,0.0025802,0.175859,0.00129242
2453173,6/16/2004,Wed,0.0026031,0.176666,0.00129159
2453174,6/17/2004,Thu,0.0025859,0.173418,0.00127795
2453175,6/18/2004,Fri,0.0025327,0.167232,0.00124152
2453178,6/21/2004,Mon,0.0025338,0.17223,0.00123438
2453179,6/22/2004,Tue,0.0025306,0.171427,0.00124605
2453180,6/23/2004,Wed,0.0025371,0.171713,0.00124615
2453181,6/24/2004,Thu,0.0024928,0.163563,0.00124005
2453182,6/25/2004,Fri,0.0024896,0.164091,0.00124763
2453185,6/28/2004,Mon,0.0024917,0.166643,0.00127502
2453186,6/29/2004,Tue,0.0025509,0.171471,0.00129505
2453187,6/30/2004,Wed,0.0025324,0.168814,0.00127146
2453189,7/2/2004,Fri,0.0025125,0.166934,0.00129571
2453192,7/5/2004,Mon,0.0025169,0.167304,0.00128845
2453193,7/6/2004,Tue,0.002547,0.168365,0.00129462
2453194,7/7/2004,Wed,0.0024835,0.163689,0.0012684
2453195,7/8/2004,Thu,0.0024611,0.156921,0.00124482
2453196,7/9/2004,Fri,0.0024567,0.155566,0.00123851
2453199,7/12/2004,Mon,0.0024599,0.153478,0.00122489
2453200,7/13/2004,Tue,0.0024964,0.159503,0.00124157
2453201,7/14/2004,Wed,0.0024766,0.153829,0.00123094
2453202,7/15/2004,Thu,0.0024744,0.150977,0.00123168
2453203,7/16/2004,Fri,0.0024598,0.149485,0.00122033
2453206,7/19/2004,Mon,0.0024688,0.151073,0.00121468
2453207,7/20/2004,Tue,0.0024989,0.154488,0.00120865
2453208,7/21/2004,Wed,0.0025303,0.157112,0.00121559
2453209,7/22/2004,Thu,0.0025164,0.155229,0.00121107
2453210,7/23/2004,Fri,0.0025725,0.15979,0.00122959
2453213,7/26/2004,Mon,0.0025615,0.162309,0.00122651
2453214,7/27/2004,Tue,0.0025839,0.161311,0.00123463
2453215,7/28/2004,Wed,0.0025787,0.158244,0.00125721
2453216,7/29/2004,Thu,0.0025659,0.157332,0.00121381
2453217,7/30/2004,Fri,0.002558,0.154756,0.00122494
2453221,8/3/2004,Tue,0.002557,0.152062,0.00121202
2453222,8/4/2004,Wed,0.0025484,0.148892,0.00119906
2453223,8/5/2004,Thu,0.0025523,0.149647,0.00120861
2453224,8/6/2004,Fri,0.0025016,0.148191,0.00120848
2453227,8/9/2004,Mon,0.0025012,0.149258,0.00119978
2453228,8/10/2004,Tue,0.0024994,0.147676,0.00118448
2453229,8/11/2004,Wed,0.0025332,0.153637,0.00119866
2453230,8/12/2004,Thu,0.0025378,0.154059,0.00118194
2453231,8/13/2004,Fri,0.0025089,0.151173,0.00116572
2453234,8/16/2004,Mon,0.0024872,0.149117,0.00113591
2453235,8/17/2004,Tue,0.002485,0.149463,0.00113697
2453236,8/18/2004,Wed,0.0024829,0.149801,0.00116665
2453237,8/19/2004,Thu,0.0024559,0.145659,0.0011582
2453238,8/20/2004,Fri,0.0024186,0.143938,0.00117016
2453241,8/23/2004,Mon,0.0024427,0.149234,0.00120136
2453242,8/24/2004,Tue,0.0024736,0.153467,0.00119161
2453243,8/25/2004,Wed,0.002456,0.151017,0.00118383
2453244,8/26/2004,Thu,0.0024628,0.151237,0.00117144
2453245,8/27/2004,Fri,0.0024794,0.152229,0.0011557
2453248,8/30/2004,Mon,0.0024591,0.148403,0.00115707
2453249,8/31/2004,Tue,0.0024404,0.148519,0.00115537
2453250,9/1/2004,Wed,0.0024542,0.148292,0.00115035
2453251,9/2/2004,Thu,0.0024625,0.148069,0.00114983
2453252,9/3/2004,Fri,0.0024942,0.153446,0.00116195
2453256,9/7/2004,Tue,0.002509,0.160252,0.0011841
2453257,9/8/2004,Wed,0.0025015,0.16184,0.00119394
2453258,9/9/2004,Thu,0.0025061,0.163247,0.00120703
2453259,9/10/2004,Fri,0.0024858,0.162525,0.0011968
2453262,9/13/2004,Mon,0.0024814,0.162859,0.00118681
2453263,9/14/2004,Tue,0.0024606,0.160243,0.00118845
2453264,9/15/2004,Wed,0.002474,0.161316,0.00118291
2453265,9/16/2004,Thu,0.0024703,0.159172,0.00119108
2453266,9/17/2004,Fri,0.0024683,0.16067,0.00119408
2453269,9/20/2004,Mon,0.0024667,0.160058,0.00119816
2453270,9/21/2004,Tue,0.0024462,0.157806,0.00117689
2453271,9/22/2004,Wed,0.0024604,0.15879,0.00118707
2453272,9/23/2004,Thu,0.0024367,0.156429,0.00117685
2453273,9/24/2004,Fri,0.0024518,0.156909,0.00117317
2453276,9/27/2004,Mon,0.0024463,0.153922,0.00117018
2453277,9/28/2004,Tue,0.0024302,0.151114,0.00114781
2453278,9/29/2004,Wed,0.0024183,0.149534,0.001177
2453279,9/30/2004,Thu,0.002396,0.1457,0.0011612
2453283,10/4/2004,Mon,0.0024189,0.148303,0.00121434
2453284,10/5/2004,Tue,0.0023927,0.142647,0.00119634
2453285,10/6/2004,Wed,0.0023979,0.14035,0.00118487
2453286,10/7/2004,Thu,0.0023926,0.139791,0.00118546
2453287,10/8/2004,Fri,0.0023654,0.13796,0.00118706
2453291,10/12/2004,Tue,0.0024175,0.143225,0.00119909
2453292,10/13/2004,Wed,0.0024279,0.14613,0.00120126
2453293,10/14/2004,Thu,0.002397,0.143146,0.00118689
2453294,10/15/2004,Fri,0.0023852,0.141105,0.00118667
2453297,10/18/2004,Mon,0.0023885,0.143117,0.00118173
2453298,10/19/2004,Tue,0.0023835,0.141296,0.00119332
2453299,10/20/2004,Wed,0.0023493,0.136926,0.00117907
2453300,10/21/2004,Thu,0.0023576,0.138163,0.00117774
2453301,10/22/2004,Fri,0.002354,0.137256,0.00118511
2453304,10/25/2004,Mon,0.0023332,0.135754,0.00117692
2453305,10/26/2004,Tue,0.0023449,0.137862,0.00118556
2453306,10/27/2004,Wed,0.0023544,0.1385,0.00119416
2453307,10/28/2004,Thu,0.0023479,0.138981,0.00121415
2453308,10/29/2004,Fri,0.002343,0.138803,0.0011987
2453311,11/1/2004,Mon,0.0023403,0.138283,0.0011999
2453312,11/2/2004,Tue,0.0023828,0.143417,0.00121066
2453313,11/3/2004,Wed,0.0023638,0.140766,0.00120426
2453314,11/4/2004,Thu,0.00232,0.135839,0.00118014
2453315,11/5/2004,Fri,0.0023071,0.133836,0.00117892
2453318,11/8/2004,Mon,0.0023116,0.133299,0.00118104
2453319,11/9/2004,Tue,0.0022974,0.132893,0.00117633
2453320,11/10/2004,Wed,0.0022995,0.134457,0.00118039
2453322,11/12/2004,Fri,0.0022832,0.13248,0.00115217
2453325,11/15/2004,Mon,0.0022915,0.133387,0.00114078
2453326,11/16/2004,Tue,0.0022743,0.132273,0.00115436
2453327,11/17/2004,Wed,0.0022488,0.131132,0.00114579
2453328,11/18/2004,Thu,0.0022659,0.13246,0.00116285
2453329,11/19/2004,Fri,0.0022367,0.132376,0.00117804
2453332,11/22/2004,Mon,0.0022309,0.13163,0.00117198
2453333,11/23/2004,Tue,0.0022325,0.133042,0.0011727
2453334,11/24/2004,Wed,0.0022283,0.131848,0.00116299
2453335,11/25/2004,Thu,0.002214,0.130677,0.00115877
2453336,11/26/2004,Fri,0.0022124,0.130052,0.0011568
2453339,11/29/2004,Mon,0.0022083,0.129496,0.00116134
2453340,11/30/2004,Tue,0.0022292,0.130395,0.00115394
2453341,12/1/2004,Wed,0.0022043,0.126259,0.00115006
2453342,12/2/2004,Thu,0.0022237,0.12721,0.00113331
2453343,12/3/2004,Fri,0.0022165,0.126287,0.00114965
2453346,12/6/2004,Mon,0.0022055,0.126003,0.00114765
2453347,12/7/2004,Tue,0.00221,0.127357,0.0011525
2453348,12/8/2004,Wed,0.0023011,0.141908,0.00119851
2453349,12/9/2004,Thu,0.0022958,0.14624,0.00121915
2453350,12/10/2004,Fri,0.0023002,0.149433,0.00119965
2453353,12/13/2004,Mon,0.0022793,0.146668,0.00120012
2453354,12/14/2004,Tue,0.0022989,0.149206,0.00120153
2453355,12/15/2004,Wed,0.0022679,0.145449,0.00119095
2453356,12/16/2004,Thu,0.002279,0.149612,0.00118988
2453357,12/17/2004,Fri,0.0022768,0.149709,0.00119425
2453360,12/20/2004,Mon,0.0022575,0.145793,0.00118734
2453361,12/21/2004,Tue,0.0022641,0.147259,0.00118689
2453362,12/22/2004,Wed,0.002274,0.146787,0.00118843
2453363,12/23/2004,Thu,0.0022682,0.145479,0.00118745
2453364,12/24/2004,Fri,0.00226,0.145165,0.0011828
2453369,12/29/2004,Wed,0.0022992,0.147398,0.00115554
2453370,12/30/2004,Thu,0.0022854,0.147726,0.00116401
2453371,12/31/2004,Fri,0.0022828,0.146702,0.00116051
2453375,1/4/2005,Tue,0.0023499,0.157513,0.00118607
2453376,1/5/2005,Wed,0.0023398,0.153559,0.00118021
2453377,1/6/2005,Thu,0.002368,0.154818,0.00118307
2453378,1/7/2005,Fri,0.0023884,0.155407,0.00118851
2453381,1/10/2005,Mon,0.0023791,0.15556,0.00117959
2453382,1/11/2005,Tue,0.0023648,0.150874,0.00116109
2453383,1/12/2005,Wed,0.0023453,0.149247,0.00116067
2453384,1/13/2005,Thu,0.0023557,0.14875,0.00116284
2453385,1/14/2005,Fri,0.0023673,0.152372,0.00117051
2453388,1/17/2005,Mon,0.0023669,0.151156,0.00116879
2453389,1/18/2005,Tue,0.0023635,0.150693,0.00116315
2453390,1/19/2005,Wed,0.0023612,0.150806,0.00115754
2453391,1/20/2005,Thu,0.0023674,0.152658,0.00115981
2453392,1/21/2005,Fri,0.0023504,0.148294,0.00115954
2453395,1/24/2005,Mon,0.0023445,0.146238,0.00115047
2453396,1/25/2005,Tue,0.0023704,0.149687,0.00115955
2453397,1/26/2005,Wed,0.0023393,0.146747,0.00115717
2453398,1/27/2005,Thu,0.0023533,0.148373,0.00115766
2453399,1/28/2005,Fri,0.0023496,0.14739,0.0011496
2453402,1/31/2005,Mon,0.0023784,0.149952,0.00115528
2453403,2/1/2005,Tue,0.0023784,0.14847,0.00114172
2453404,2/2/2005,Wed,0.0023754,0.148076,0.00114753
2453405,2/3/2005,Thu,0.0023983,0.149911,0.00115544
2453406,2/4/2005,Fri,0.0024159,0.151639,0.00116193
2453409,2/7/2005,Mon,0.0024241,0.151777,0.00115102
2453410,2/8/2005,Tue,0.0024233,0.153043,0.0011704
2453411,2/9/2005,Wed,0.0024243,0.152025,0.00117832
2453412,2/10/2005,Thu,0.0023989,0.144389,0.00115529
2453413,2/11/2005,Fri,0.0023802,0.140554,0.00114859
2453416,2/14/2005,Mon,0.0023538,0.137586,0.00114019
2453417,2/15/2005,Tue,0.0023505,0.137628,0.00116789
2453418,2/16/2005,Wed,0.0023576,0.138224,0.00116769
2453420,2/18/2005,Fri,0.0023414,0.136612,0.00115674
2453425,2/23/2005,Wed,0.0023116,0.134228,0.00115875
2453426,2/24/2005,Thu,0.0023055,0.133869,0.0011534
2453427,2/25/2005,Fri,0.0023028,0.138074,0.00115607
2453430,2/28/2005,Mon,0.0022965,0.136055,0.00115741
2453431,3/1/2005,Tue,0.0023071,0.137741,0.00115741
2453432,3/2/2005,Wed,0.0023162,0.140253,0.00116414
2453433,3/3/2005,Thu,0.0023245,0.137174,0.00115473
2453434,3/4/2005,Fri,0.0023071,0.13947,0.00115407
2453437,3/7/2005,Mon,0.0023095,0.136054,0.00115607
2453438,3/8/2005,Tue,0.002287,0.135136,0.00114548
2453439,3/9/2005,Wed,0.0022753,0.132101,0.00114942
2453440,3/10/2005,Thu,0.0022681,0.132979,0.00114943
2453441,3/11/2005,Fri,0.0022538,0.134861,0.00115473
2453444,3/14/2005,Mon,0.0022627,0.133779,0.00114679
2453445,3/15/2005,Tue,0.0022694,0.134862,0.0011534
2453446,3/16/2005,Wed,0.0022573,0.134952,0.0011325
2453447,3/17/2005,Thu,0.00228,0.135869,0.00114025
2453448,3/18/2005,Fri,0.0022875,0.136333,0.00114548
2453451,3/21/2005,Mon,0.0023111,0.137931,0.00115009
2453452,3/22/2005,Tue,0.002314,0.140648,0.00115741
2453453,3/23/2005,Wed,0.0023466,0.144614,0.00116414
2453454,3/24/2005,Thu,0.0023521,0.144197,0.00116279
2453459,3/29/2005,Tue,0.0023469,0.144508,0.00116144
2453460,3/30/2005,Wed,0.0023449,0.143678,0.00116144
2453461,3/31/2005,Thu,0.0023392,0.139131,0.00115741
2453462,4/1/2005,Fri,0.0023411,0.140746,0.00115741
2453465,4/4/2005,Mon,0.002359,0.143678,0.0011655
2453466,4/5/2005,Tue,0.0023552,0.144093,0.0011655
2453467,4/6/2005,Wed,0.0023488,0.141844,0.00116414
2453468,4/7/2005,Thu,0.0023365,0.140449,0.00115741
2453469,4/8/2005,Fri,0.0023518,0.142247,0.0011655
2453472,4/11/2005,Mon,0.002331,0.139179,0.00116144
2453473,4/12/2005,Tue,0.0023403,0.138216,0.00116009
2453474,4/13/2005,Wed,0.0023392,0.139664,0.00116144
2453475,4/14/2005,Thu,0.0023616,0.140745,0.00116144
2453476,4/15/2005,Fri,0.0023552,0.142653,0.00116144
2453479,4/18/2005,Mon,0.0023488,0.141945,0.00116077
2453480,4/19/2005,Tue,0.0023395,0.141743,0.00115875
2453481,4/20/2005,Wed,0.0023084,0.138793,0.00114613
2453482,4/21/2005,Thu,0.0023041,0.137269,0.00114679
2453483,4/22/2005,Fri,0.002301,0.138217,0.00114548
2453486,4/25/2005,Mon,0.00231,0.1386,0.00114417
2453487,4/26/2005,Tue,0.0022883,0.137646,0.00113636
2453488,4/27/2005,Wed,0.0023023,0.138601,0.00114942
2453489,4/28/2005,Thu,0.0023121,0.140944,0.00115607
2453490,4/29/2005,Fri,0.0022944,0.143267,0.0011534
2453494,5/3/2005,Tue,0.002337,0.143267,0.0011534
2453495,5/4/2005,Wed,0.0023321,0.145032,0.00114547
2453496,5/5/2005,Thu,0.0023302,0.141844,0.00114286
2453497,5/6/2005,Fri,0.0023521,0.142146,0.00114548
2453500,5/9/2005,Mon,0.0023502,0.143782,0.00114417
2453501,5/10/2005,Tue,0.0023397,0.141643,0.00113895
2453502,5/11/2005,Wed,0.0023469,0.141243,0.00114155
2453503,5/12/2005,Thu,0.0023571,0.141342,0.00115075
2453504,5/13/2005,Fri,0.0023809,0.145349,0.00115607
2453507,5/16/2005,Mon,0.0023852,0.145243,0.00117233
2453508,5/17/2005,Tue,0.002381,0.145051,0.00116822
2453509,5/18/2005,Wed,0.0023824,0.14245,0.00116279
2453510,5/19/2005,Thu,0.0023764,0.139276,0.00115473
2453511,5/20/2005,Fri,0.0023923,0.140844,0.00115875
2453515,5/24/2005,Tue,0.0023906,0.142705,0.00115274
2453516,5/25/2005,Wed,0.0023901,0.142654,0.00115607
2453517,5/26/2005,Thu,0.0023923,0.141242,0.00116144
2453518,5/27/2005,Fri,0.0023909,0.13947,0.00115875
2453522,5/31/2005,Tue,0.0024128,0.140252,0.00115875
2453523,6/1/2005,Wed,0.0024076,0.135501,0.00114943
2453524,6/2/2005,Thu,0.0023787,0.13369,0.00114286
2453525,6/3/2005,Fri,0.002361,0.132802,0.00114416
2453528,6/6/2005,Mon,0.0023482,0.134049,0.00114286
2453529,6/7/2005,Tue,0.0023579,0.13289,0.00114155
2453530,6/8/2005,Wed,0.0023554,0.135136,0.00114155
2453531,6/9/2005,Thu,0.0023669,0.135501,0.00114679
2453532,6/10/2005,Fri,0.0023666,0.138121,0.00115207
2453535,6/13/2005,Mon,0.0023305,0.138889,0.00114942
2453536,6/14/2005,Tue,0.0023427,0.137835,0.00114943
2453537,6/15/2005,Wed,0.0023326,0.137836,0.00114025
2453538,6/16/2005,Thu,0.0023095,0.135593,0.00112613
2453546,6/24/2005,Fri,0.0022699,0.137269,0.00111794
2453549,6/27/2005,Mon,0.0022764,0.138122,0.00112613
2453550,6/28/2005,Tue,0.0022883,0.1386,0.00113379
2453551,6/29/2005,Wed,0.0022946,0.141243,0.00113186
2453552,6/30/2005,Thu,0.0022878,0.140845,0.00113122
2453557,7/5/2005,Tue,0.0023599,0.145137,0.00116279
2453558,7/6/2005,Wed,0.0023613,0.145244,0.00115741
2453559,7/7/2005,Thu,0.0023518,0.142248,0.00115207
2453560,7/8/2005,Fri,0.0023563,0.14404,0.00115607
2453563,7/11/2005,Mon,0.0023574,0.142045,0.0011534
2453564,7/12/2005,Tue,0.002346,0.140795,0.00114547
2453565,7/13/2005,Wed,0.0023557,0.142147,0.00114417
2453566,7/14/2005,Thu,0.0023568,0.143164,0.0011534
2453567,7/15/2005,Fri,0.0023903,0.143576,0.00115741
2453570,7/18/2005,Mon,0.0023759,0.142959,0.0011554
2453571,7/19/2005,Tue,0.0023852,0.143989,0.00115473
2453572,7/20/2005,Wed,0.0023688,0.143576,0.00114811
2453573,7/21/2005,Thu,0.0023571,0.140945,0.00113379
2453574,7/22/2005,Fri,0.0023529,0.140548,0.00112962
2453577,7/25/2005,Mon,0.0023507,0.140646,0.00112867
2453578,7/26/2005,Tue,0.0023627,0.141342,0.00113314
2453579,7/27/2005,Wed,0.0023585,0.143061,0.00113766
2453580,7/28/2005,Thu,0.0023452,0.141542,0.00113314
2453581,7/29/2005,Fri,0.002331,0.139959,0.00111359
2453585,8/2/2005,Tue,0.0023202,0.138122,0.00110375
2453586,8/3/2005,Wed,0.002301,0.137836,0.00109649
2453587,8/4/2005,Thu,0.00228,0.138408,0.00110497
2453588,8/5/2005,Fri,0.0022818,0.13884,0.00110132
2453591,8/8/2005,Mon,0.0022925,0.140252,0.00111173
2453592,8/9/2005,Tue,0.0023079,0.14296,0.00110681
2453593,8/10/2005,Wed,0.0022907,0.141443,0.00110497
2453594,8/11/2005,Thu,0.0022689,0.141143,0.00109769
2453595,8/12/2005,Fri,0.0022359,0.139373,0.0010929
2453598,8/15/2005,Mon,0.0022573,0.141543,0.00110619
2453599,8/16/2005,Tue,0.0022573,0.143266,0.0011274
2453600,8/17/2005,Wed,0.0022624,0.142857,0.0011236
2453601,8/18/2005,Thu,0.0022745,0.143678,0.0011274
2453602,8/19/2005,Fri,0.0022745,0.14296,0.00112676
2453605,8/22/2005,Mon,0.0022745,0.143061,0.00112233
2453606,8/23/2005,Tue,0.0022761,0.141743,0.00111982
2453607,8/24/2005,Wed,0.0022727,0.143575,0.00111607
2453608,8/25/2005,Thu,0.0022787,0.143988,0.00111607
2453609,8/26/2005,Fri,0.0022896,0.146092,0.00111857
2453613,8/30/2005,Tue,0.0023221,0.146092,0.0011236
2453614,8/31/2005,Wed,0.0023081,0.148368,0.00112613
2453615,9/1/2005,Thu,0.0022748,0.145879,0.00111483
